
==================== Fold 1/5 ====================


=============== Starting training fold 1 (Corrected Version) ===============
🔧 Image segmentation: Correct 2-row 5-column layout, each expert processes 128x128 region
🤖 Optimizer: AdamW (amsgrad=True), aggressive learning rate: 0.0003
📊 Loss function: Combined loss (Focal+LabelSmooth, gamma=1.5)
📈 Learning rate schedule: Super scheduler (Multi-Warmup + Cosine + Restart)
🎯 Validation metrics: AUC + ACC + Precision + Recall + F1
🏗️  Model architecture: Ultimate multi-expert network + attention + residual
🎨 Visualization analysis: Correct 2-row 5-column heatmap generation + feature importance analysis
Fold 1 | Epoch   1 | Loss: 0.3298 | AUC: 0.6462 | Acc: 0.6719 | Prec: 0.7019 | Rec: 0.6719 | F1: 0.6841 | LR: 0.000048 | Time: 7.0s -> 🎯 NEW RECORD!
Fold 4 | Epoch  16 | Loss: 0.1609 | AUC: 0.6811 | Acc: 0.7031 | Prec: 0.7186 | Rec: 0.7031 | F1: 0.7100 | LR: 0.000289 | Time: 6.6s
Fold 4 | Epoch  17 | Loss: 0.1578 | AUC: 0.6995 | Acc: 0.6927 | Prec: 0.7317 | Rec: 0.6927 | F1: 0.7072 | LR: 0.000284 | Time: 6.7s
Fold 4 | Epoch  18 | Loss: 0.1633 | AUC: 0.7114 | Acc: 0.6719 | Prec: 0.7270 | Rec: 0.6719 | F1: 0.6907 | LR: 0.000278 | Time: 6.6s
Fold 4 | Epoch  19 | Loss: 0.1456 | AUC: 0.6873 | Acc: 0.6979 | Prec: 0.7295 | Rec: 0.6979 | F1: 0.7103 | LR: 0.000271 | Time: 6.8s
Fold 4 | Epoch  20 | Loss: 0.1374 | AUC: 0.6739 | Acc: 0.6927 | Prec: 0.7270 | Rec: 0.6927 | F1: 0.7059 | LR: 0.000264 | Time: 6.5s
Fold 4 | Epoch  21 | Loss: 0.1449 | AUC: 0.6808 | Acc: 0.7083 | Prec: 0.7302 | Rec: 0.7083 | F1: 0.7175 | LR: 0.000256 | Time: 6.4s
Fold 4 | Epoch  22 | Loss: 0.1326 | AUC: 0.6808 | Acc: 0.7396 | Prec: 0.7475 | Rec: 0.7396 | F1: 0.7432 | LR: 0.000248 | Time: 6.4s
Fold 4 | Epoch  23 | Loss: 0.1205 | AUC: 0.6962 | Acc: 0.7083 | Prec: 0.7302 | Rec: 0.7083 | F1: 0.7175 | LR: 0.000238 | Time: 6.9s
Fold 4 | Epoch  24 | Loss: 0.1320 | AUC: 0.6954 | Acc: 0.6927 | Prec: 0.7177 | Rec: 0.6927 | F1: 0.7031 | LR: 0.000228 | Time: 7.0s
Fold 4 | Epoch  25 | Loss: 0.1211 | AUC: 0.6971 | Acc: 0.7135 | Prec: 0.7329 | Rec: 0.7135 | F1: 0.7217 | LR: 0.000218 | Time: 6.8s
Fold 4 | Epoch  26 | Loss: 0.1109 | AUC: 0.6744 | Acc: 0.7031 | Prec: 0.7321 | Rec: 0.7031 | F1: 0.7146 | LR: 0.000208 | Time: 6.5s
Fold 4 | Epoch  27 | Loss: 0.1176 | AUC: 0.6846 | Acc: 0.7344 | Prec: 0.7364 | Rec: 0.7344 | F1: 0.7353 | LR: 0.000197 | Time: 6.8s
Fold 4 | Epoch  28 | Loss: 0.1106 | AUC: 0.6788 | Acc: 0.7031 | Prec: 0.7367 | Rec: 0.7031 | F1: 0.7159 | LR: 0.000185 | Time: 6.9s
Fold 4 | Epoch  29 | Loss: 0.0983 | AUC: 0.6706 | Acc: 0.7396 | Prec: 0.7475 | Rec: 0.7396 | F1: 0.7432 | LR: 0.000174 | Time: 6.8s
Fold 4 | Epoch  30 | Loss: 0.0998 | AUC: 0.6747 | Acc: 0.7240 | Prec: 0.7343 | Rec: 0.7240 | F1: 0.7287 | LR: 0.000162 | Time: 6.8s
Fold 4 | Epoch  31 | Loss: 0.1097 | AUC: 0.6714 | Acc: 0.7188 | Prec: 0.7357 | Rec: 0.7188 | F1: 0.7260 | LR: 0.000150 | Time: 6.7s
Fold 4 | Epoch  32 | Loss: 0.0751 | AUC: 0.6663 | Acc: 0.7031 | Prec: 0.7321 | Rec: 0.7031 | F1: 0.7146 | LR: 0.000139 | Time: 6.7s
Fold 4 | Epoch  33 | Loss: 0.0947 | AUC: 0.6674 | Acc: 0.6823 | Prec: 0.7220 | Rec: 0.6823 | F1: 0.6972 | LR: 0.000127 | Time: 6.9s
Fold 4 | Epoch  34 | Loss: 0.1050 | AUC: 0.6773 | Acc: 0.7031 | Prec: 0.7321 | Rec: 0.7031 | F1: 0.7146 | LR: 0.000115 | Time: 6.7s
Fold 4 | Epoch  35 | Loss: 0.0916 | AUC: 0.6644 | Acc: 0.7135 | Prec: 0.7329 | Rec: 0.7135 | F1: 0.7217 | LR: 0.000104 | Time: 6.8s
Fold 4 | Epoch  36 | Loss: 0.0759 | AUC: 0.6723 | Acc: 0.7135 | Prec: 0.7374 | Rec: 0.7135 | F1: 0.7232 | LR: 0.000093 | Time: 7.3s
Fold 4 | Epoch  37 | Loss: 0.0778 | AUC: 0.6748 | Acc: 0.6979 | Prec: 0.7295 | Rec: 0.6979 | F1: 0.7103 | LR: 0.000082 | Time: 6.8s
Fold 4 | Epoch  38 | Loss: 0.0964 | AUC: 0.6709 | Acc: 0.7240 | Prec: 0.7429 | Rec: 0.7240 | F1: 0.7319 | LR: 0.000072 | Time: 6.7s
Fold 4 | Epoch  39 | Loss: 0.0650 | AUC: 0.6650 | Acc: 0.6927 | Prec: 0.7270 | Rec: 0.6927 | F1: 0.7059 | LR: 0.000062 | Time: 6.4s
Fold 4 | Epoch  40 | Loss: 0.0673 | AUC: 0.6668 | Acc: 0.7188 | Prec: 0.7401 | Rec: 0.7188 | F1: 0.7276 | LR: 0.000053 | Time: 6.9s
Fold 4 | Epoch  41 | Loss: 0.0695 | AUC: 0.6589 | Acc: 0.7240 | Prec: 0.7386 | Rec: 0.7240 | F1: 0.7303 | LR: 0.000044 | Time: 6.7s
Fold 4 | Epoch  42 | Loss: 0.0880 | AUC: 0.6683 | Acc: 0.7188 | Prec: 0.7401 | Rec: 0.7188 | F1: 0.7276 | LR: 0.000036 | Time: 6.3s
Early stopping at epoch 42
🎨 Completed saving 8 samples with correct layout Grad-CAM heatmaps to:
   📁 2-row 5-column expert analysis: cnn_heatmaps\fold_4_best_model_gradcam\experts_2x5_layout
   📁 2-row 5-column concatenated heatmap: cnn_heatmaps\fold_4_best_model_gradcam\concat_heatmaps_2x5
   📁 2-row 5-column original overlay: cnn_heatmaps\fold_4_best_model_gradcam\overlay_original_2x5

📊 Starting fold 4 feature importance analysis...
📊 Saved fold 4 feature importance analysis to feature_analysis\feature_importance_fold_4.csv

📈 Fold 4 training completed:
⏱️  Total training time: 0:04:48
🎯 Best AUC: 0.7365 (epoch 2)
📊 Best model metrics: Acc=0.6615, Prec=0.7551, Rec=0.6615, F1=0.6854
⚡ Average time per epoch: 0:00:06
⏱️  Fold 4 time: 0:05:07 | Current average AUC: 0.7831

==================== Fold 5/5 ====================
=============== Starting training fold 5 (Corrected Version) ===============
🔧 Image segmentation: Correct 2-row 5-column layout, each expert processes 128x128 region
🤖 Optimizer: AdamW (amsgrad=True), aggressive learning rate: 0.0003
📊 Loss function: Combined loss (Focal+LabelSmooth, gamma=1.5)
📈 Learning rate schedule: Super scheduler (Multi-Warmup + Cosine + Restart)
🎯 Validation metrics: AUC + ACC + Precision + Recall + F1
🏗️  Model architecture: Ultimate multi-expert network + attention + residual
🎨 Visualization analysis: Correct 2-row 5-column heatmap generation + feature importance analysis
Fold 5 | Epoch   1 | Loss: 0.3283 | AUC: 0.6292 | Acc: 0.3229 | Prec: 0.6330 | Rec: 0.3229 | F1: 0.2842 | LR: 0.000048 | Time: 7.0s -> 🎯 NEW RECORD!
Fold 5 | Epoch   2 | Loss: 0.3029 | AUC: 0.7130 | Acc: 0.6719 | Prec: 0.7520 | Rec: 0.6719 | F1: 0.6934 | LR: 0.000096 | Time: 7.3s -> 🎯 NEW RECORD!
Fold 5 | Epoch   3 | Loss: 0.2979 | AUC: 0.7469 | Acc: 0.7292 | Prec: 0.7718 | Rec: 0.7292 | F1: 0.7429 | LR: 0.000144 | Time: 6.8s -> 🎯 NEW RECORD!
Fold 5 | Epoch   4 | Loss: 0.2776 | AUC: 0.7928 | Acc: 0.7240 | Prec: 0.7793 | Rec: 0.7240 | F1: 0.7399 | LR: 0.000192 | Time: 6.8s -> 🎯 NEW RECORD!
Fold 5 | Epoch   5 | Loss: 0.2615 | AUC: 0.8001 | Acc: 0.7552 | Prec: 0.7984 | Rec: 0.7552 | F1: 0.7680 | LR: 0.000240 | Time: 7.4s -> 🎯 NEW RECORD!
Fold 5 | Epoch   6 | Loss: 0.2590 | AUC: 0.8088 | Acc: 0.8229 | Prec: 0.8256 | Rec: 0.8229 | F1: 0.8241 | LR: 0.000240 | Time: 6.6s -> 🎯 NEW RECORD!
Fold 5 | Epoch   7 | Loss: 0.2629 | AUC: 0.7985 | Acc: 0.7917 | Prec: 0.8050 | Rec: 0.7917 | F1: 0.7969 | LR: 0.000252 | Time: 6.8s
Fold 5 | Epoch   8 | Loss: 0.2242 | AUC: 0.8116 | Acc: 0.8333 | Prec: 0.8386 | Rec: 0.8333 | F1: 0.8356 | LR: 0.000264 | Time: 6.4s -> 🎯 NEW RECORD!
Fold 5 | Epoch   9 | Loss: 0.2305 | AUC: 0.7798 | Acc: 0.7552 | Prec: 0.7891 | Rec: 0.7552 | F1: 0.7663 | LR: 0.000276 | Time: 6.4s
Fold 5 | Epoch  10 | Loss: 0.2247 | AUC: 0.7727 | Acc: 0.7656 | Prec: 0.7820 | Rec: 0.7656 | F1: 0.7721 | LR: 0.000288 | Time: 6.6s
Fold 5 | Epoch  11 | Loss: 0.2070 | AUC: 0.7753 | Acc: 0.7865 | Prec: 0.7946 | Rec: 0.7865 | F1: 0.7900 | LR: 0.000300 | Time: 6.9s
Fold 5 | Epoch  12 | Loss: 0.2085 | AUC: 0.7802 | Acc: 0.7656 | Prec: 0.7944 | Rec: 0.7656 | F1: 0.7754 | LR: 0.000300 | Time: 6.7s
Fold 5 | Epoch  13 | Loss: 0.1948 | AUC: 0.7864 | Acc: 0.7708 | Prec: 0.7708 | Rec: 0.7708 | F1: 0.7708 | LR: 0.000298 | Time: 6.9s
Fold 5 | Epoch  14 | Loss: 0.1970 | AUC: 0.7717 | Acc: 0.8021 | Prec: 0.8050 | Rec: 0.8021 | F1: 0.8035 | LR: 0.000296 | Time: 6.7s
Fold 5 | Epoch  15 | Loss: 0.1912 | AUC: 0.7786 | Acc: 0.8021 | Prec: 0.8115 | Rec: 0.8021 | F1: 0.8059 | LR: 0.000293 | Time: 6.3s
Fold 5 | Epoch  16 | Loss: 0.1812 | AUC: 0.7598 | Acc: 0.7812 | Prec: 0.7950 | Rec: 0.7812 | F1: 0.7867 | LR: 0.000289 | Time: 6.8s
Fold 5 | Epoch  17 | Loss: 0.1828 | AUC: 0.7853 | Acc: 0.7708 | Prec: 0.7971 | Rec: 0.7708 | F1: 0.7799 | LR: 0.000284 | Time: 6.7s
Fold 5 | Epoch  18 | Loss: 0.1716 | AUC: 0.7849 | Acc: 0.7969 | Prec: 0.7984 | Rec: 0.7969 | F1: 0.7976 | LR: 0.000278 | Time: 6.7s
Fold 5 | Epoch  19 | Loss: 0.1563 | AUC: 0.7812 | Acc: 0.8229 | Prec: 0.8183 | Rec: 0.8229 | F1: 0.8202 | LR: 0.000271 | Time: 6.8s
Fold 5 | Epoch  20 | Loss: 0.1590 | AUC: 0.7558 | Acc: 0.7656 | Prec: 0.7901 | Rec: 0.7656 | F1: 0.7744 | LR: 0.000264 | Time: 6.4s
Fold 5 | Epoch  21 | Loss: 0.1657 | AUC: 0.7495 | Acc: 0.7031 | Prec: 0.7651 | Rec: 0.7031 | F1: 0.7210 | LR: 0.000256 | Time: 7.0s
Fold 5 | Epoch  22 | Loss: 0.1487 | AUC: 0.7683 | Acc: 0.7812 | Prec: 0.7988 | Rec: 0.7812 | F1: 0.7879 | LR: 0.000248 | Time: 6.3s
Fold 5 | Epoch  23 | Loss: 0.1493 | AUC: 0.7663 | Acc: 0.7865 | Prec: 0.7880 | Rec: 0.7865 | F1: 0.7872 | LR: 0.000238 | Time: 6.6s
Fold 5 | Epoch  24 | Loss: 0.1270 | AUC: 0.7442 | Acc: 0.7500 | Prec: 0.7865 | Rec: 0.7500 | F1: 0.7618 | LR: 0.000228 | Time: 6.3s
Fold 5 | Epoch  25 | Loss: 0.1413 | AUC: 0.7680 | Acc: 0.8177 | Prec: 0.8282 | Rec: 0.8177 | F1: 0.8218 | LR: 0.000218 | Time: 6.7s
Fold 5 | Epoch  26 | Loss: 0.1254 | AUC: 0.7657 | Acc: 0.7760 | Prec: 0.7919 | Rec: 0.7760 | F1: 0.7822 | LR: 0.000208 | Time: 6.5s
Fold 5 | Epoch  27 | Loss: 0.1155 | AUC: 0.7627 | Acc: 0.7812 | Prec: 0.7914 | Rec: 0.7812 | F1: 0.7855 | LR: 0.000197 | Time: 6.9s
Fold 5 | Epoch  28 | Loss: 0.1091 | AUC: 0.7839 | Acc: 0.8229 | Prec: 0.8316 | Rec: 0.8229 | F1: 0.8264 | LR: 0.000185 | Time: 6.4s
Fold 5 | Epoch  29 | Loss: 0.1191 | AUC: 0.7752 | Acc: 0.8125 | Prec: 0.8183 | Rec: 0.8125 | F1: 0.8150 | LR: 0.000174 | Time: 6.8s
Fold 5 | Epoch  30 | Loss: 0.1088 | AUC: 0.7842 | Acc: 0.7969 | Prec: 0.8118 | Rec: 0.7969 | F1: 0.8025 | LR: 0.000162 | Time: 6.7s
Fold 5 | Epoch  31 | Loss: 0.1095 | AUC: 0.7742 | Acc: 0.7656 | Prec: 0.7944 | Rec: 0.7656 | F1: 0.7754 | LR: 0.000150 | Time: 6.7s
Fold 5 | Epoch  32 | Loss: 0.1013 | AUC: 0.7761 | Acc: 0.7969 | Prec: 0.8118 | Rec: 0.7969 | F1: 0.8025 | LR: 0.000139 | Time: 6.3s
Fold 5 | Epoch  33 | Loss: 0.0953 | AUC: 0.7696 | Acc: 0.7917 | Prec: 0.8050 | Rec: 0.7917 | F1: 0.7969 | LR: 0.000127 | Time: 6.9s
Fold 5 | Epoch  34 | Loss: 0.1020 | AUC: 0.7743 | Acc: 0.8021 | Prec: 0.8115 | Rec: 0.8021 | F1: 0.8059 | LR: 0.000115 | Time: 6.9s
Fold 5 | Epoch  35 | Loss: 0.1049 | AUC: 0.7749 | Acc: 0.7969 | Prec: 0.8015 | Rec: 0.7969 | F1: 0.7990 | LR: 0.000104 | Time: 6.4s
Fold 5 | Epoch  36 | Loss: 0.0951 | AUC: 0.7702 | Acc: 0.7865 | Prec: 0.7946 | Rec: 0.7865 | F1: 0.7900 | LR: 0.000093 | Time: 7.0s
Fold 5 | Epoch  37 | Loss: 0.0768 | AUC: 0.7698 | Acc: 0.7656 | Prec: 0.7782 | Rec: 0.7656 | F1: 0.7708 | LR: 0.000082 | Time: 6.3s
Fold 5 | Epoch  38 | Loss: 0.1012 | AUC: 0.7698 | Acc: 0.7552 | Prec: 0.7803 | Rec: 0.7552 | F1: 0.7643 | LR: 0.000072 | Time: 6.9s
Fold 5 | Epoch  39 | Loss: 0.0830 | AUC: 0.7664 | Acc: 0.7760 | Prec: 0.7882 | Rec: 0.7760 | F1: 0.7810 | LR: 0.000062 | Time: 6.6s
Fold 5 | Epoch  40 | Loss: 0.0830 | AUC: 0.7753 | Acc: 0.7708 | Prec: 0.7851 | Rec: 0.7708 | F1: 0.7766 | LR: 0.000053 | Time: 7.0s
Fold 5 | Epoch  41 | Loss: 0.0741 | AUC: 0.7730 | Acc: 0.7708 | Prec: 0.7851 | Rec: 0.7708 | F1: 0.7766 | LR: 0.000044 | Time: 6.7s
Fold 5 | Epoch  42 | Loss: 0.0875 | AUC: 0.7705 | Acc: 0.7865 | Prec: 0.8019 | Rec: 0.7865 | F1: 0.7924 | LR: 0.000036 | Time: 6.3s
Fold 5 | Epoch  43 | Loss: 0.0900 | AUC: 0.7748 | Acc: 0.7760 | Prec: 0.7882 | Rec: 0.7760 | F1: 0.7810 | LR: 0.000029 | Time: 6.8s
Fold 5 | Epoch  44 | Loss: 0.0864 | AUC: 0.7748 | Acc: 0.7969 | Prec: 0.8015 | Rec: 0.7969 | F1: 0.7990 | LR: 0.000023 | Time: 6.9s
Fold 5 | Epoch  45 | Loss: 0.0799 | AUC: 0.7708 | Acc: 0.7812 | Prec: 0.7914 | Rec: 0.7812 | F1: 0.7855 | LR: 0.000017 | Time: 6.5s
Fold 5 | Epoch  46 | Loss: 0.0778 | AUC: 0.7686 | Acc: 0.7656 | Prec: 0.7820 | Rec: 0.7656 | F1: 0.7721 | LR: 0.000012 | Time: 6.7s
Fold 5 | Epoch  47 | Loss: 0.0739 | AUC: 0.7651 | Acc: 0.7604 | Prec: 0.7791 | Rec: 0.7604 | F1: 0.7677 | LR: 0.000008 | Time: 6.6s
Fold 5 | Epoch  48 | Loss: 0.0824 | AUC: 0.7721 | Acc: 0.7760 | Prec: 0.7919 | Rec: 0.7760 | F1: 0.7822 | LR: 0.000005 | Time: 6.4s
Early stopping at epoch 48
🎨 Completed saving 8 samples with correct layout Grad-CAM heatmaps to:
   📁 2-row 5-column expert analysis: cnn_heatmaps\fold_5_best_model_gradcam\experts_2x5_layout
   📁 2-row 5-column concatenated heatmap: cnn_heatmaps\fold_5_best_model_gradcam\concat_heatmaps_2x5
   📁 2-row 5-column original overlay: cnn_heatmaps\fold_5_best_model_gradcam\overlay_original_2x5

📊 Starting fold 5 feature importance analysis...
📊 Saved fold 5 feature importance analysis to feature_analysis\feature_importance_fold_5.csv

📈 Fold 5 training completed:
⏱️  Total training time: 0:05:26
🎯 Best AUC: 0.8116 (epoch 8)
📊 Best model metrics: Acc=0.8333, Prec=0.8386, Rec=0.8333, F1=0.8356
⚡ Average time per epoch: 0:00:06
⏱️  Fold 5 time: 0:05:45 | Current average AUC: 0.7888

============================================================
🎯 Ultimate Results (Corrected Version - Correct 2-row 5-column Image Segmentation):
📊 Each fold AUC scores: ['0.7952', '0.8250', '0.7756', '0.7365', '0.8116']
📈 Average AUC: 0.7888 ± 0.0309
🏆 Best AUC: 0.8250
⏱️  Total training time: 0:37:36
⚡ Average time per fold: 0:07:31
❌ AUC below target: < 0.80

📊 Feature importance summary across folds:

🔍 Fold 1 Top 5 Important Features:
  1. side: Label corr=0.4535, Pred corr=0.6300
  2. lesion_label_9: Label corr=-0.3900, Pred corr=-0.4744
  3. V00SMKNOW: Label corr=0.2450, Pred corr=0.1787
  4. V00CESD5: Label corr=0.2037, Pred corr=-0.0130
  5. lesion_label_6: Label corr=0.1911, Pred corr=0.3916

🔍 Fold 2 Top 5 Important Features:
  1. side: Label corr=0.4735, Pred corr=0.7713
  2. lesion_label_9: Label corr=-0.3595, Pred corr=-0.6175
  3. lesion_label_6: Label corr=0.3556, Pred corr=0.5838
  4. lesion_label_3: Label corr=-0.1869, Pred corr=-0.2960
  5. lesion_label_10: Label corr=-0.1605, Pred corr=-0.4803

🔍 Fold 3 Top 5 Important Features:
  1. side: Label corr=0.5224, Pred corr=0.7139
  2. lesion_label_6: Label corr=0.4218, Pred corr=0.5292
  3. lesion_label_9: Label corr=-0.3525, Pred corr=-0.6439
  4. lesion_label_3: Label corr=-0.2728, Pred corr=-0.2159
  5. lesion_label_10: Label corr=-0.2125, Pred corr=-0.3125

🔍 Fold 4 Top 5 Important Features:
  1. side: Label corr=0.3217, Pred corr=0.7506
  2. lesion_label_9: Label corr=-0.2759, Pred corr=-0.6741
  3. lesion_label_6: Label corr=0.2272, Pred corr=0.6312
  4. lesion_label_10: Label corr=-0.2151, Pred corr=-0.3555
  5. P02RACE: Label corr=-0.1628, Pred corr=-0.1290

🔍 Fold 5 Top 5 Important Features:
  1. side: Label corr=0.4647, Pred corr=0.8202
  2. lesion_label_9: Label corr=-0.3741, Pred corr=-0.6687
  3. lesion_label_6: Label corr=0.3167, Pred corr=0.6446
  4. lesion_label_10: Label corr=-0.2736, Pred corr=-0.3764
  5. V00WOMADLR: Label corr=0.1599, Pred corr=0.1110

🚀 Corrected version training completed! Correct 2-row 5-column image segmentation architecture results:
🔧 Core fix: Image segmentation logic perfectly corresponds with original 2-row 5-column concatenation!
🔬 10 enhanced CNN experts, each processing corresponding 128x128 knee region!
🧠 Deep structured feature encoder provides 128-dim knowledge vector!
🎯 Combined loss + super learning rate scheduler significantly improves performance!
🤝 Ultimate regularization strategy + label smoothing + aggressive data augmentation!
🎨 Correct 2-row 5-column knee X-ray Grad-CAM heatmap visualization + feature importance analysis!
🔍 Heatmaps perfectly match original concatenation layout, each expert corresponds to correct knee region!

📊 Results saved to final_corrected_ultra_optimized_results.pth
🎨 Correct 2-row 5-column knee X-ray Grad-CAM heatmaps saved to cnn_heatmaps folder
📈 Feature analysis saved to feature_analysis folder
📅 Training completion time: 2025-06-28 17:27:55

🔍 Corrected heatmap file structure description:
   📁 cnn_heatmaps/
      ├── fold_X_best_model_gradcam/
      │   ├── experts_2x5_layout/      # Correct 2-row 5-column expert analysis
      │   ├── concat_heatmaps_2x5/     # Correct 2-row 5-column concatenated heatmap
      │   └── overlay_original_2x5/    # Correct 2-row 5-column original overlay
      └── fold_X_best_model_attention/ (backup solution)

📝 Correction description:
   ✅ Expert 0-4 correspond to row 1, 5 regions (top-left to top-right)
   ✅ Expert 5-9 correspond to row 2, 5 regions (bottom-left to bottom-right)
   ✅ Heatmaps perfectly match original knee image concatenation layout
   ✅ Each expert processes correctly corresponding knee anatomical region
   🔴 Red highlighted areas = most important regions for KL grading diagnosis

Process finished with exit code 0
